alternative_gdp_per_capita_ppp_wb,geo,time
32400,dnk,2011
2736,dji,1990
2532,dji,1991
2477,dji,1992
2278,dji,1993
2221,dji,1994
2098,dji,1995
1956,dji,1996
1879,dji,1997
1818,dji,1998
1798,dji,1999
1756,dji,2000
1749,dji,2001
1758,dji,2002
1781,dji,2003
1817,dji,2004
1840,dji,2005
1893,dji,2006
1952,dji,2007
2026,dji,2008
2087,dji,2009
4002,dma,1980
4482,dma,1981
4681,dma,1982
4834,dma,1983
5133,dma,1984
5239,dma,1985
5657,dma,1986
6138,dma,1987
6721,dma,1988
6752,dma,1989
7138,dma,1990
7190,dma,1991
7325,dma,1992
7425,dma,1993
7513,dma,1994
7660,dma,1995
7883,dma,1996
8038,dma,1997
8490,dma,1998
8598,dma,1999
8444,dma,2000
8456,dma,2001
8321,dma,2002
8965,dma,2003
9277,dma,2004
9259,dma,2005
9721,dma,2006
10140,dma,2007
10970,dma,2008
10930,dma,2009
10990,dma,2010
11120,dma,2011
3766,dom,1980
3838,dom,1981
3815,dom,1982
3903,dom,1983
3865,dom,1984
3702,dom,1985
3750,dom,1986
4043,dom,1987
4045,dom,1988
4137,dom,1989
3833,dom,1990
3793,dom,1991
4110,dom,1992
4323,dom,1993
4341,dom,1994
4497,dom,1995
4735,dom,1996
5030,dom,1997
5296,dom,1998
5562,dom,1999
5785,dom,2000
5799,dom,2001
6042,dom,2002
5936,dom,2003
5925,dom,2004
6380,dom,2005
6961,dom,2006
7445,dom,2007
7728,dom,2008
7887,dom,2009
8387,dom,2010
8651,dom,2011
5699,ecu,1980
5731,ecu,1981
5547,ecu,1982
5264,ecu,1983
5324,ecu,1984
5340,ecu,1985
5419,ecu,1986
5172,ecu,1987
5471,ecu,1988
5395,ecu,1989
5414,ecu,1990
5569,ecu,1991
5531,ecu,1992
5432,ecu,1993
5575,ecu,1994
5568,ecu,1995
5603,ecu,1996
5736,ecu,1997
5766,ecu,1998
5319,ecu,1999
5381,ecu,2000
5575,ecu,2001
5761,ecu,2002
5849,ecu,2003
6258,ecu,2004
6510,ecu,2005
6713,ecu,2006
6746,ecu,2007
7128,ecu,2008
7051,ecu,2009
7201,ecu,2010
7443,ecu,2011
2404,egy,1980
2436,egy,1981
2614,egy,1982
2741,egy,1983
2839,egy,1984
2954,egy,1985
2960,egy,1986
2962,egy,1987
3047,egy,1988
3127,egy,1989
3237,egy,1990
3210,egy,1991
3292,egy,1992
3330,egy,1993
3405,egy,1994
3504,egy,1995
3617,egy,1996
3752,egy,1997
3837,egy,1998
4001,egy,1999
4141,egy,2000
4211,egy,2001
4231,egy,2002
4286,egy,2003
4379,egy,2004
4491,egy,2005
4711,egy,2006
4955,egy,2007
5216,egy,2008
5365,egy,2009
5544,egy,2010
5547,egy,2011
4372,slv,1980
3854,slv,1981
3559,slv,1982
3564,slv,1983
3564,slv,1984
3539,slv,1985
3501,slv,1986
3544,slv,1987
3565,slv,1988
3552,slv,1989
3672,slv,1990
3747,slv,1991
3967,slv,1992
4194,slv,1993
4385,slv,1994
4609,slv,1995
4641,slv,1996
4798,slv,1997
4945,slv,1998
5087,slv,1999
5171,slv,2000
5237,slv,2001
5339,slv,2002
5444,slv,2003
5526,slv,2004
5702,slv,2005
5902,slv,2006
6102,slv,2007
6151,slv,2008
5928,slv,2009
5978,slv,2010
6032,slv,2011
2239,gnq,1985
2083,gnq,1986
2095,gnq,1987
2084,gnq,1988
1998,gnq,1989
1999,gnq,1990
1912,gnq,1991
2046,gnq,1992
2102,gnq,1993
2135,gnq,1994
2360,gnq,1995
2949,gnq,1996
4886,gnq,1997
5767,gnq,1998
7899,gnq,1999
8682,gnq,2000
13620,gnq,2001
15760,gnq,2002
17410,gnq,2003
23300,gnq,2004
24810,gnq,2005
24400,gnq,2006
28800,gnq,2007
30990,gnq,2008
31860,gnq,2009
30750,gnq,2010
32030,gnq,2011
450.1,eri,1992
511.3,eri,1993
618.7,eri,1994
631.1,eri,1995
678.9,eri,1996
716.7,eri,1997
709.6,eri,1998
687.4,eri,1999
576.4,eri,2000
672.3,eri,2001
664.3,eri,2002
619.9,eri,2003
603.8,eri,2004
596.1,eri,2005
570.1,eri,2006
559.8,eri,2007
489.8,eri,2008
493.8,eri,2009
489.7,eri,2010
516.5,eri,2011
7938,est,1995
8531,est,1996
9641,est,1997
10400,est,1998
10450,est,1999
11510,est,2000
12280,est,2001
13140,est,2002
14220,est,2003
15170,est,2004
16550,est,2005
18250,est,2006
19650,est,2007
18940,est,2008
16250,est,2009
16610,est,2010
17890,est,2011
599.7,eth,1981
588.4,eth,1982
617.3,eth,1983
580.6,eth,1984
499.5,eth,1985
530.4,eth,1986
584.8,eth,1987
569.1,eth,1988
548.8,eth,1989
545.2,eth,1990
489.5,eth,1991
432,eth,1992
472.6,eth,1993
472,eth,1994
485.5,eth,1995
529.7,eth,1996
530.9,eth,1997
498.6,eth,1998
510.4,eth,1999
527.3,eth,2000
556.4,eth,2001
550.7,eth,2002
525.5,eth,2003
582.5,eth,2004
636.1,eth,2005
688.9,eth,2006
750.8,eth,2007
813.7,eth,2008
866.4,eth,2009
932.2,eth,2010
979.2,eth,2011
3434,fji,1980
3564,fji,1981
3264,fji,1982
3056,fji,1983
3242,fji,1984
3043,fji,1985
3248,fji,1986
3020,fji,1987
3044,fji,1988
3263,fji,1989
3434,fji,1990
3310,fji,1991
3469,fji,1992
3493,fji,1993
3619,fji,1994
3662,fji,1995
3794,fji,1996
3671,fji,1997
3684,fji,1998
3977,fji,1999
3886,fji,2000
3949,fji,2001
4068,fji,2002
4103,fji,2003
4311,fji,2004
4323,fji,2005
4374,fji,2006
4299,fji,2007
4300,fji,2008
4202,fji,2009
4154,fji,2010
4199,fji,2011
17860,fin,1980
18010,fin,1981
18460,fin,1982
18900,fin,1983
19380,fin,1984
19940,fin,1985
20400,fin,1986
21050,fin,1987
22090,fin,1988
23130,fin,1989
23140,fin,1990
21630,fin,1991
20760,fin,1992
20500,fin,1993
21150,fin,1994
21910,fin,1995
22610,fin,1996
23950,fin,1997
25090,fin,1998
26010,fin,1999
27330,fin,2000
27890,fin,2001
28340,fin,2002
28840,fin,2003
29940,fin,2004
30710,fin,2005
31940,fin,2006
33500,fin,2007
33440,fin,2008
30500,fin,2009
31500,fin,2010
32250,fin,2011
20260,fra,1980
20360,fra,1981
20740,fra,1982
20880,fra,1983
21070,fra,1984
21290,fra,1985
21650,fra,1986
22040,fra,1987
22940,fra,1988
23770,fra,1989
24270,fra,1990
24400,fra,1991
24650,fra,1992
24390,fra,1993
24830,fra,1994
25230,fra,1995
25400,fra,1996
25850,fra,1997
26610,fra,1998
27400,fra,1999
28210,fra,2000
28520,fra,2001
28580,fra,2002
28630,fra,2003
29140,fra,2004
29450,fra,2005
29970,fra,2006
30470,fra,2007
30270,fra,2008
29160,fra,2009
29480,fra,2010
29820,fra,2011
17010,gab,1980
17360,gab,1981
16330,gab,1982
16730,gab,1983
17440,gab,1984
16520,gab,1985
15880,gab,1986
12760,gab,1987
13950,gab,1988
14670,gab,1989
14940,gab,1990
15350,gab,1991
14400,gab,1992
14500,gab,1993
14580,gab,1994
14860,gab,1995
14970,gab,1996
15420,gab,1997
15550,gab,1998
13820,gab,1999
13250,gab,2000
13230,gab,2001
12920,gab,2002
12970,gab,2003
12880,gab,2004
13010,gab,2005
12920,gab,2006
13380,gab,2007
13440,gab,2008
13010,gab,2009
13610,gab,2010
14000,gab,2011
1649,gmb,1980
1644,gmb,1981
1571,gmb,1982
1675,gmb,1983
1663,gmb,1984
1578,gmb,1985
1567,gmb,1986
1529,gmb,1987
1523,gmb,1988
1542,gmb,1989
1533,gmb,1990
1526,gmb,1991
1528,gmb,1992
1528,gmb,1993
1488,gmb,1994
1459,gmb,1995
1451,gmb,1996
1480,gmb,1997
1489,gmb,1998
1540,gmb,1999
1579,gmb,2000
1622,gmb,2001
1523,gmb,2002
1580,gmb,2003
1642,gmb,2004
1599,gmb,2005
1606,gmb,2006
1655,gmb,2007
1711,gmb,2008
1776,gmb,2009
1833,gmb,2010
1873,gmb,2011
6859,geo,1980
7161,geo,1981
7243,geo,1982
7488,geo,1983
7827,geo,1984
8143,geo,1985
7411,geo,1986
7444,geo,1987
7780,geo,1988
7201,geo,1989
6138,geo,1990
4809,geo,1991
2629,geo,1992
1845,geo,1993
1670,geo,1994
1759,geo,1995
2006,geo,1996
2259,geo,1997
2352,geo,1998
2438,geo,1999
2502,geo,2000
2642,geo,2001
2805,geo,2002
3135,geo,2003
3327,geo,2004
3611,geo,2005
3916,geo,2006
4409,geo,2007
4516,geo,2008
4319,geo,2009
4546,geo,2010
4826,geo,2011
20860,deu,1980
20940,deu,1981
20880,deu,1982
21260,deu,1983
21940,deu,1984
22500,deu,1985
23000,deu,1986
23290,deu,1987
24060,deu,1988
24800,deu,1989
25880,deu,1990
27010,deu,1991
27310,deu,1992
26860,deu,1993
27430,deu,1994
27810,deu,1995
27950,deu,1996
28390,deu,1997
28920,deu,1998
29440,deu,1999
30300,deu,2000
30700,deu,2001
30660,deu,2002
30520,deu,2003
30890,deu,2004
31110,deu,2005
32300,deu,2006
33400,deu,2007
33830,deu,2008
32180,deu,2009
33410,deu,2010
34440,deu,2011
992.8,gha,1980
930.4,gha,1981
837.8,gha,1982
772,gha,1983
810.3,gha,1984
824.5,gha,1985
841.8,gha,1986
857.8,gha,1987
882,gha,1988
902.3,gha,1989
907.1,gha,1990
928.5,gha,1991
937.4,gha,1992
955.4,gha,1993
960.2,gha,1994
973.7,gha,1995
993.2,gha,1996
1010,gha,1997
1033,gha,1998
1053,gha,1999
1067,gha,2000
1083,gha,2001
1105,gha,2002
1134,gha,2003
1169,gha,2004
1208,gha,2005
1255,gha,2006
1304,gha,2007
1380,gha,2008
1401,gha,2009
1478,gha,2010
1652,gha,2011
17040,grc,1980
16630,grc,1981
16340,grc,1982
16070,grc,1983
16310,grc,1984
16660,grc,1985
16690,grc,1986
16250,grc,1987
16890,grc,1988
17440,grc,1989
17330,grc,1990
17690,grc,1991
17620,grc,1992
17180,grc,1993
17380,grc,1994
17600,grc,1995
17890,grc,1996
18430,grc,1997
18950,grc,1998
19510,grc,1999
20320,grc,2000
21110,grc,2001
21760,grc,2002
22980,grc,2003
23900,grc,2004
24350,grc,2005
25600,grc,2006
26260,grc,2007
26110,grc,2008
25160,grc,2009
24210,grc,2010
22560,grc,2011
4034,grd,1980
3998,grd,1981
4082,grd,1982
4075,grd,1983
4163,grd,1984
4433,grd,1985
4788,grd,1986
5363,grd,1987
5621,grd,1988
6036,grd,1989
6388,grd,1990
6524,grd,1991
6454,grd,1992
6214,grd,1993
6314,grd,1994
6417,grd,1995
6641,grd,1996
6925,grd,1997
7365,grd,1998
8096,grd,1999
9102,grd,2000
8728,grd,2001
8895,grd,2002
9624,grd,2003
8978,grd,2004
10030,grd,2005
9809,grd,2006
10390,grd,2007
10530,grd,2008
9897,grd,2009
9735,grd,2010
9806,grd,2011
3873,gtm,1980
3803,gtm,1981
3579,gtm,1982
3402,gtm,1983
3336,gtm,1984
3237,gtm,1985
3167,gtm,1986
3204,gtm,1987
3254,gtm,1988
3306,gtm,1989
3332,gtm,1990
3375,gtm,1991
3457,gtm,1992
3510,gtm,1993
3568,gtm,1994
3660,gtm,1995
3683,gtm,1996
3758,gtm,1997
3857,gtm,1998
3913,gtm,1999
3960,gtm,2000
3955,gtm,2001
4008,gtm,2002
4008,gtm,2003
4032,gtm,2004
4062,gtm,2005
4176,gtm,2006
4331,gtm,2007
4365,gtm,2008
4281,gtm,2009
4297,gtm,2010
4351,gtm,2011
617.4,gin,1986
622.5,gin,1987
643.7,gin,1988
646.2,gin,1989
644.5,gin,1990
626.1,gin,1991
608.3,gin,1992
601.3,gin,1993
592.6,gin,1994
594,gin,1995
605.8,gin,1996
620,gin,1997
639.5,gin,1998
660.1,gin,1999
663,gin,2000
671.8,gin,2001
686.4,gin,2002
712.1,gin,2003
716.8,gin,2004
970.9,gin,2005
977.8,gin,2006
976.7,gin,2007
1005,gin,2008
981.5,gin,2009
978.4,gin,2010
989.7,gin,2011
905.4,gnb,1980
1043,gnb,1981
1064,gnb,1982
1010,gnb,1983
1083,gnb,1984
1108,gnb,1985
1079,gnb,1986
1089,gnb,1987
1117,gnb,1988
1161,gnb,1989
1208,gnb,1990
1244,gnb,1991
1232,gnb,1992
1233,gnb,1993
1246,gnb,1994
1275,gnb,1995
1395,gnb,1996
1457,gnb,1997
1028,gnb,1998
1087,gnb,1999
1146,gnb,2000
1126,gnb,2001
1026,gnb,2002
1000,gnb,2003
1002,gnb,2004
1017,gnb,2005
1018,gnb,2006
1029,gnb,2007
1041,gnb,2008
1050,gnb,2009
1064,gnb,2010
1097,gnb,2011
2059,guy,1980
2093,guy,1981
1826,guy,1982
1716,guy,1983
1644,guy,1984
1699,guy,1985
1699,guy,1986
1729,guy,1987
1678,guy,1988
1606,guy,1989
1564,guy,1990
1661,guy,1991
1790,guy,1992
1934,guy,1993
2094,guy,1994
2194,guy,1995
2364,guy,1996
2508,guy,1997
2463,guy,1998
2533,guy,1999
2492,guy,2000
2541,guy,2001
2558,guy,2002
2522,guy,2003
2596,guy,2004
2536,guy,2005
2659,guy,2006
2839,guy,2007
2889,guy,2008
2980,guy,2009
3104,guy,2010
1377,hti,1991
1278,hti,1992
1185,hti,1993
1023,hti,1994
1102,hti,1995
1126,hti,1996
1134,hti,1997
1137,hti,1998
1147,hti,1999
1137,hti,2000
1106,hti,2001
1086,hti,2002
1073,hti,2003
1020,hti,2004
1023,hti,2005
1032,hti,2006
1052,hti,2007
1047,hti,2008
1063,hti,2009
992.4,hti,2010
1034,hti,2011
2820,hnd,1980
2803,hnd,1981
2680,hnd,1982
2576,hnd,1983
2608,hnd,1984
2636,hnd,1985
2577,hnd,1986
2653,hnd,1987
2695,hnd,1988
2732,hnd,1989
2658,hnd,1990
2669,hnd,1991
2744,hnd,1992
2839,hnd,1993
2731,hnd,1994
2774,hnd,1995
2807,hnd,1996
2882,hnd,1997
2903,hnd,1998
2788,hnd,1999
2888,hnd,2000
2906,hnd,2001
2955,hnd,2002
3027,hnd,2003
3152,hnd,2004
3277,hnd,2005
3423,hnd,2006
3563,hnd,2007
3641,hnd,2008
3493,hnd,2009
3519,hnd,2010
3566,hnd,2011
13950,hkg,1980
14890,hkg,1981
15090,hkg,1982
15750,hkg,1983
17140,hkg,1984
17070,hkg,1985
18730,hkg,1986
20990,hkg,1987
22620,hkg,1988
22880,hkg,1989
23700,hkg,1990
24840,hkg,1991
26130,hkg,1992
27240,hkg,1993
28240,hkg,1994
28320,hkg,1995
28220,hkg,1996
29400,hkg,1997
27400,hkg,1998
27840,hkg,1999
29790,hkg,2000
29710,hkg,2001
30130,hkg,2002
31090,hkg,2003
33460,hkg,2004
35680,hkg,2005
37940,hkg,2006
39960,hkg,2007
40580,hkg,2008
39350,hkg,2009
41710,hkg,2010
43840,hkg,2011
11350,hun,1980
11670,hun,1981
12010,hun,1982
12110,hun,1983
12460,hun,1984
12450,hun,1985
12670,hun,1986
13200,hun,1987
13210,hun,1988
13460,hun,1989
13120,hun,1990
11560,hun,1991
11210,hun,1992
11160,hun,1993
11500,hun,1994
11690,hun,1995
11730,hun,1996
12120,hun,1997
12640,hun,1998
13090,hun,1999
13670,hun,2000
14210,hun,2001
14900,hun,2002
15510,hun,2003
16290,hun,2004
16970,hun,2005
17660,hun,2006
17710,hun,2007
17900,hun,2008
16710,hun,2009
16960,hun,2010
17300,hun,2011
21850,isl,1980
22520,isl,1981
22700,isl,1982
21920,isl,1983
22580,isl,1984
23140,isl,1985
24420,isl,1986
26210,isl,1987
25780,isl,1988
25530,isl,1989
25630,isl,1990
25280,isl,1991
24120,isl,1992
24190,isl,1993
24850,isl,1994
24740,isl,1995
25780,isl,1996
26830,isl,1997
28220,isl,1998
29020,isl,1999
29870,isl,2000
30630,isl,2001
30400,isl,2002
30920,isl,2003
33060,isl,2004
34890,isl,2005
35680,isl,2006
36880,isl,2007
36660,isl,2008
34040,isl,2009
32720,isl,2010
33620,isl,2011
879.4,ind,1980
910.8,ind,1981
921.1,ind,1982
966,ind,1983
980.5,ind,1984
1009,ind,1985
1034,ind,1986
1052,ind,1987
1129,ind,1988
1171,ind,1989
1210,ind,1990
1198,ind,1991
1238,ind,1992
1272,ind,1993
1330,ind,1994
1404,ind,1995
1482,ind,1996
1515,ind,1997
1580,ind,1998
1684,ind,1999
1722,ind,2000
1778,ind,2001
1818,ind,2002
1932,ind,2003
2052,ind,2004
2209,ind,2005
2378,ind,2006
2573,ind,2007
2635,ind,2008
2813,ind,2009
3039,ind,2010
3203,ind,2011
1323,idn,1980
1399,idn,1981
1383,idn,1982
1467,idn,1983
1539,idn,1984
1561,idn,1985
1621,idn,1986
1675,idn,1987
1749,idn,1988
1875,idn,1989
2008,idn,1990
2151,idn,1991
2270,idn,1992
2396,idn,1993
2538,idn,1994
2711,idn,1995
2877,idn,1996
2971,idn,1997
2547,idn,1998
2533,idn,1999
2623,idn,2000
2683,idn,2001
2768,idn,2002
2863,idn,2003
2970,idn,2004
3102,idn,2005
3236,idn,2006
3403,idn,2007
3570,idn,2008
3696,idn,2009
3885,idn,2010
4094,idn,2011
7188,irn,1980
6570,irn,1981
7149,irn,1982
7752,irn,1983
7347,irn,1984
7224,irn,1985
6322,irn,1986
6010,irn,1987
5440,irn,1988
5600,irn,1989
6201,irn,1990
6832,irn,1991
6998,irn,1992
6784,irn,1993
6661,irn,1994
6729,irn,1995
7081,irn,1996
7186,irn,1997
7245,irn,1998
7254,irn,1999
7503,irn,2000
7664,irn,2001
8130,irn,2002
8600,irn,2003
8928,irn,2004
9228,irn,2005
9654,irn,2006
10290,irn,2007
10400,irn,2008
10460,irn,2009
3138,irq,1997
4105,irq,1998
4970,irq,1999
4615,irq,2000
4202,irq,2001
3778,irq,2002
2162,irq,2003
3088,irq,2004
2990,irq,2005
3082,irq,2006
3036,irq,2007
3227,irq,2008
3264,irq,2009
3195,irq,2010
3412,irq,2011
33420,irl,2000
34470,irl,2001
35890,irl,2002
36780,irl,2003
37740,irl,2004
38900,irl,2005
40000,irl,2006
41140,irl,2007
39290,irl,2008
36270,irl,2009
35990,irl,2010
35640,irl,2011
15030,isr,1980
15490,isr,1981
15480,isr,1982
15730,isr,1983
15670,isr,1984
15920,isr,1985
16430,isr,1986
17330,isr,1987
17390,isr,1988
17250,isr,1989
17860,isr,1990
18120,isr,1991
18480,isr,1992
19000,isr,1993
19800,isr,1994
20540,isr,1995
21100,isr,1996
21280,isr,1997
21650,isr,1998
21820,isr,1999
23210,isr,2000
22620,isr,2001
22040,isr,2002
21980,isr,2003
22640,isr,2004
23340,isr,2005
24210,isr,2006
25100,isr,2007
25650,isr,2008
25250,isr,2009
25990,isr,2010
26720,isr,2011
18810,ita,1980
18950,ita,1981
19010,ita,1982
19230,ita,1983
19850,ita,1984
20400,ita,1985
20980,ita,1986
21650,ita,1987
22540,ita,1988
23290,ita,1989
23750,ita,1990
24090,ita,1991
24260,ita,1992
24040,ita,1993
24550,ita,1994
25260,ita,1995
25540,ita,1996
26000,ita,1997
26370,ita,1998
26750,ita,1999
27720,ita,2000
28220,ita,2001
28250,ita,2002
28020,ita,2003
28230,ita,2004
28280,ita,2005
28740,ita,2006
29010,ita,2007
28450,ita,2008
26730,ita,2009
27080,ita,2010
27070,ita,2011
5250,jam,1980
5316,jam,1981
5333,jam,1982
5336,jam,1983
5163,jam,1984
4944,jam,1985
4983,jam,1986
5341,jam,1987
5539,jam,1988
5891,jam,1989
6099,jam,1990
6352,jam,1991
6430,jam,1992
6984,jam,1993
7026,jam,1994
7133,jam,1995
7040,jam,1996
6894,jam,1997
6673,jam,1998
6697,jam,1999
6716,jam,2000
6767,jam,2001
6799,jam,2002
7119,jam,2003
7184,jam,2004
7224,jam,2005
7420,jam,2006
7429,jam,2007
7272,jam,2008
7061,jam,2009
7001,jam,2010
7074,jam,2011
17830,jpn,1980
18440,jpn,1981
18940,jpn,1982
19380,jpn,1983
20120,jpn,1984
21260,jpn,1985
21730,jpn,1986
22520,jpn,1987
24020,jpn,1988
25210,jpn,1989
26520,jpn,1990
27320,jpn,1991
27470,jpn,1992
27450,jpn,1993
27600,jpn,1994
28030,jpn,1995
28680,jpn,1996
29060,jpn,1997
28410,jpn,1998
28300,jpn,1999
28890,jpn,2000
28930,jpn,2001
28940,jpn,2002
29370,jpn,2003
30050,jpn,2004
30440,jpn,2005
30960,jpn,2006
31640,jpn,2007
31320,jpn,2008
29630,jpn,2009
30970,jpn,2010
30660,jpn,2011
3931,jor,1980
3960,jor,1981
4086,jor,1982
4004,jor,1983
4187,jor,1984
4180,jor,1985
4310,jor,1986
4276,jor,1987
4051,jor,1988
3383,jor,1989
3293,jor,1990
2998,jor,1991
3378,jor,1992
3378,jor,1993
3412,jor,1994
3507,jor,1995
3472,jor,1996
3479,jor,1997
3476,jor,1998
3530,jor,1999
3591,jor,2000
3687,jor,2001
3808,jor,2002
3870,jor,2003
4101,jor,2004
4334,jor,2005
4580,jor,2006
4845,jor,2007
5083,jor,2008
5246,jor,2009
5249,jor,2010
5269,jor,2011
7089,kaz,1990
6270,kaz,1991
5942,kaz,1992
5431,kaz,1993
4816,kaz,1994
4499,kaz,1995
4591,kaz,1996
4743,kaz,1997
4734,kaz,1998
4909,kaz,1999
5406,kaz,2000
6146,kaz,2001
6748,kaz,2002
7351,kaz,2003
8001,kaz,2004
8699,kaz,2005
9529,kaz,2006
10260,kaz,2007
10470,kaz,2008
10320,kaz,2009
10920,kaz,2010
11570,kaz,2011
1375,ken,1980
1373,ken,1981
1342,ken,1982
1309,ken,1983
1282,ken,1984
1289,ken,1985
1332,ken,1986
1361,ken,1987
1395,ken,1988
1411,ken,1989
1421,ken,1990
1394,ken,1991
1339,ken,1992
1302,ken,1993
1296,ken,1994
1315,ken,1995
1332,ken,1996
1303,ken,1997
1312,ken,1998
1309,ken,1999
1283,ken,2000
1298,ken,2001
1271,ken,2002
1274,ken,2003
1305,ken,2004
1346,ken,2005
1395,ken,2006
1455,ken,2007
1440,ken,2008
1441,ken,2009
1481,ken,2010
1507,ken,2011
2088,kir,1980
1973,kir,1981
2060,kir,1982
2194,kir,1983
2118,kir,1984
1976,kir,1985
1963,kir,1986
1862,kir,1987
2155,kir,1988
1930,kir,1989
1943,kir,1990
1826,kir,1991
1856,kir,1992
1881,kir,1993
1948,kir,1994
1898,kir,1995
1982,kir,1996
2057,kir,1997
2244,kir,1998
2236,kir,1999
2355,kir,2000
2242,kir,2001
2337,kir,2002
2397,kir,2003
2376,kir,2004
2342,kir,2005
2347,kir,2006
2319,kir,2007
2258,kir,2008
2209,kir,2009
2214,kir,2010
2220,kir,2011
5544,kor,1980
5794,kor,1981
6123,kor,1982
6684,kor,1983
7137,kor,1984
7547,kor,1985
8272,kor,1986
9104,kor,1987
9977,kor,1988
10550,kor,1989
11380,kor,1990
12340,kor,1991
12940,kor,1992
13620,kor,1993
14650,kor,1994
15760,kor,1995
16700,kor,1996
17320,kor,1997
16010,kor,1998
17410,kor,1999
18730,kor,2000
19330,kor,2001
20600,kor,2002
21070,kor,2003
21960,kor,2004
22780,kor,2005
23850,kor,2006
24950,kor,2007
25340,kor,2008
25300,kor,2009
26770,kor,2010
27540,kor,2011
39980,kwt,1980
30830,kwt,1981
25820,kwt,1982
27240,kwt,1983
27360,kwt,1984
24960,kwt,1985
25720,kwt,1986
26350,kwt,1987
22640,kwt,1988
27750,kwt,1989
41620,kwt,1995
41860,kwt,1996
41600,kwt,1997
41050,kwt,1998
38290,kwt,1999
38360,kwt,2000
37320,kwt,2001
37320,kwt,2002
42610,kwt,2003
45610,kwt,2004
48780,kwt,2005
49410,kwt,2006
49540,kwt,2007
49950,kwt,2008
45630,kwt,2009
45620,kwt,2010
47940,kwt,2011
2145,kgz,1986
2174,kgz,1987
2418,kgz,1988
2434,kgz,1989
2523,kgz,1990
2288,kgz,1991
1947,kgz,1992
1646,kgz,1993
1316,kgz,1994
1232,kgz,1995
1300,kgz,1996
1408,kgz,1997
1416,kgz,1998
1446,kgz,1999
1507,kgz,2000
1572,kgz,2001
1557,kgz,2002
1649,kgz,2003
1744,kgz,2004
1721,kgz,2005
1756,kgz,2006
1888,kgz,2007
2027,kgz,2008
2060,kgz,2009
2008,kgz,2010
2126,kgz,2011
859.5,lao,1984
879,lao,1985
897.2,lao,1986
860.3,lao,1987
819.8,lao,1988
910.1,lao,1989
944.1,lao,1990
957.3,lao,1991
982.7,lao,1992
1013,lao,1993
1067,lao,1994
1114,lao,1995
1164,lao,1996
1217,lao,1997
1240,lao,1998
1305,lao,1999
