geo,electricity_use_per_person,time
alb,530.4,1971
alb,566.3,1972
alb,590.3,1973
alb,586.7,1974
alb,732.7,1975
alb,898.5,1976
alb,1054,1977
alb,1081,1978
alb,1045,1979
alb,1117,1980
alb,1095,1981
alb,1066,1982
alb,1039,1983
alb,985.2,1984
alb,767.1,1985
alb,1358,1986
alb,1102,1987
alb,947.4,1988
alb,968.5,1989
alb,498.1,1990
alb,376,1991
alb,416.6,1992
alb,492.8,1993
alb,554.3,1994
alb,612.6,1995
alb,840.8,1996
alb,643.3,1997
alb,679,1998
alb,1316,1999
alb,1343,2000
alb,1247,2001
alb,1459,2002
alb,1379,2003
alb,1692,2004
alb,1623,2005
alb,1147,2006
alb,1138,2007
alb,1510,2008
alb,1707,2009
alb,1801,2010
alb,2022,2011
dza,131.9,1971
dza,140.8,1972
dza,156.5,1973
dza,168.3,1974
dza,193.1,1975
dza,217.2,1976
dza,230.2,1977
dza,275.5,1978
dza,310.6,1979
dza,326,1980
dza,358.4,1981
dza,399.9,1982
dza,410.7,1983
dza,433.6,1984
dza,458,1985
dza,476.3,1986
dza,446.9,1987
dza,473,1988
dza,512.5,1989
dza,521.8,1990
dza,522.7,1991
dza,549.5,1992
dza,537.8,1993
dza,540.6,1994
dza,549.3,1995
dza,559.5,1996
dza,564.3,1997
dza,605.9,1998
dza,639.2,1999
dza,668.7,2000
dza,693.7,2001
dza,714.7,2002
dza,768.8,2003
dza,785.6,2004
dza,869.4,2005
dza,840.8,2006
dza,870.6,2007
dza,920.9,2008
dza,841.3,2009
dza,986.9,2010
dza,1091,2011
ago,91.91,1971
ago,101.6,1972
ago,116.7,1973
ago,142.4,1974
ago,147.5,1975
ago,64.48,1976
ago,62.81,1977
ago,61.1,1978
ago,63.79,1979
ago,66.26,1980
ago,64.04,1981
ago,65.93,1982
ago,69.14,1983
ago,57.14,1984
ago,66.64,1985
ago,64.8,1986
ago,63.49,1987
ago,62.36,1988
ago,61.09,1989
ago,60.96,1990
ago,62.61,1991
ago,61.53,1992
ago,59.8,1993
ago,58.25,1994
ago,56.75,1995
ago,59.11,1996
ago,80.6,1997
ago,85.71,1998
ago,84.45,1999
ago,88.62,2000
ago,97.32,2001
ago,101.2,2002
ago,112.6,2003
ago,102.8,2004
ago,128.4,2005
ago,170.3,2006
ago,157.3,2007
ago,204.2,2008
ago,225.1,2009
ago,246.7,2010
ago,248.5,2011
arg,870.5,1971
arg,920.4,1972
arg,956.2,1973
arg,986.1,1974
arg,1004,1975
arg,1024,1976
arg,1073,1977
arg,1084,1978
arg,1207,1979
arg,1234,1980
arg,1189,1981
arg,1201,1982
arg,1252,1983
arg,1294,1984
arg,1284,1985
arg,1326,1986
arg,1411,1987
arg,1450,1988
arg,1319,1989
arg,1304,1990
arg,1348,1991
arg,1411,1992
arg,1497,1993
arg,1528,1994
arg,1649,1995
arg,1727,1996
arg,1846,1997
arg,1965,1998
arg,2031,1999
arg,2087,2000
arg,2121,2001
arg,2017,2002
arg,2187,2003
arg,2304,2004
arg,2424,2005
arg,2164,2006
arg,2351,2007
arg,2801,2008
arg,2761,2009
arg,2907,2010
arg,2967,2011
arm,2718,1990
arm,2685,1991
arm,1959,1992
arm,1193,1993
arm,1043,1994
arm,1048,1995
arm,1218,1996
arm,1507,1997
arm,1307,1998
arm,1306,1999
arm,1295,2000
arm,1265,2001
arm,1231,2002
arm,1313,2003
arm,1428,2004
arm,1505,2005
arm,1615,2006
arm,1739,2007
arm,1630,2008
arm,1616,2009
arm,1676,2010
arm,1755,2011
aus,1826,1960
aus,1947,1961
aus,2013,1962
aus,2212,1963
aus,2417,1964
aus,2625,1965
aus,2765,1966
aus,2969,1967
aus,3102,1968
aus,3330,1969
aus,3610,1970
aus,3752,1971
aus,3881,1972
aus,4230,1973
aus,4579,1974
aus,4782,1975
aus,4902,1976
aus,5251,1977
aus,5416,1978
aus,5666,1979
aus,5915,1980
aus,6153,1981
aus,6391,1982
aus,6366,1983
aus,6700,1984
aus,7008,1985
aus,7309,1986
aus,7526,1987
aus,7801,1988
aus,8129,1989
aus,8527,1990
aus,8522,1991
aus,8550,1992
aus,8702,1993
aus,8812,1994
aus,8994,1995
aus,9108,1996
aus,9291,1997
aus,9783,1998
aus,10040,1999
aus,10190,2000
aus,10640,2001
aus,10810,2002
aus,10430,2003
aus,10550,2004
aus,10460,2005
aus,10490,2006
aus,10870,2007
aus,10680,2008
aus,10750,2009
aus,10720,2010
aus,10720,2011
aut,1815,1960
aut,1882,1961
aut,2007,1962
aut,2124,1963
aut,2233,1964
aut,2305,1965
aut,2375,1966
aut,2449,1967
aut,2609,1968
aut,2815,1969
aut,3019,1970
aut,3213,1971
aut,3404,1972
aut,3621,1973
aut,3769,1974
aut,3734,1975
aut,4068,1976
aut,4138,1977
aut,4335,1978
aut,4542,1979
aut,4684,1980
aut,4697,1981
aut,4731,1982
aut,4827,1983
aut,5071,1984
aut,5281,1985
aut,5321,1986
aut,5536,1987
aut,5717,1988
aut,5896,1989
aut,6111,1990
aut,6347,1991
aut,6227,1992
aut,6137,1993
aut,6206,1994
aut,6344,1995
aut,6607,1996
aut,6620,1997
aut,6707,1998
aut,6972,1999
aut,7076,2000
aut,7333,2001
aut,7428,2002
aut,7695,2003
aut,7808,2004
aut,7978,2005
aut,8224,2006
aut,8180,2007
aut,8192,2008
aut,7955,2009
aut,8321,2010
aut,8356,2011
aze,2576,1990
aze,2631,1991
aze,2276,1992
aze,2120,1993
aze,1962,1994
aze,1952,1995
aze,1853,1996
aze,1814,1997
aze,1937,1998
aze,2022,1999
aze,2040,2000
aze,2106,2001
aze,1997,2002
aze,2235,2003
aze,2282,2004
aze,2388,2005
aze,2552,2006
aze,2118,2007
aze,2041,2008
aze,1620,2009
aze,1603,2010
aze,1705,2011
bhr,1947,1971
bhr,1960,1972
bhr,2085,1973
bhr,2280,1974
bhr,2625,1975
bhr,3171,1976
bhr,3661,1977
bhr,3746,1978
bhr,4300,1979
bhr,4612,1980
bhr,4849,1981
bhr,5205,1982
bhr,5590,1983
bhr,5140,1984
bhr,5791,1985
bhr,6660,1986
bhr,6031,1987
bhr,6349,1988
bhr,6428,1989
bhr,6533,1990
bhr,6206,1991
bhr,7078,1992
bhr,7549,1993
bhr,7987,1994
bhr,8071,1995
bhr,8280,1996
bhr,8294,1997
bhr,8604,1998
bhr,8680,1999
bhr,8590,2000
bhr,8877,2001
bhr,9194,2002
bhr,9669,2003
bhr,9812,2004
bhr,9614,2005
bhr,9798,2006
bhr,10430,2007
bhr,9134,2008
bhr,9045,2009
bhr,9895,2010
bhr,10020,2011
bgd,10.5,1971
bgd,10.33,1972
bgd,14.94,1973
bgd,16.62,1974
bgd,16.76,1975
bgd,17.05,1976
bgd,18.02,1977
bgd,21.16,1978
bgd,20.7,1979
bgd,18.45,1980
bgd,22.03,1981
bgd,24.9,1982
bgd,28.38,1983
bgd,31.23,1984
bgd,32.25,1985
bgd,36.5,1986
bgd,37.89,1987
bgd,40.87,1988
bgd,48.62,1989
bgd,47.83,1990
bgd,48.43,1991
bgd,58.02,1992
bgd,64.53,1993
bgd,68.27,1994
bgd,75.17,1995
bgd,78.76,1996
bgd,80.54,1997
bgd,85.47,1998
bgd,93.59,1999
bgd,100.9,2000
bgd,111.2,2001
bgd,118.9,2002
bgd,125.3,2003
bgd,160.3,2004
bgd,171,2005
bgd,191.6,2006
bgd,200.8,2007
bgd,202.9,2008
bgd,220.8,2009
bgd,247.4,2010
bgd,258.6,2011
blr,4381,1990
blr,4426,1991
blr,3913,1992
blr,3450,1993
blr,3068,1994
blr,2790,1995
blr,2806,1996
blr,2953,1997
blr,3016,1998
blr,3003,1999
blr,2989,2000
blr,3010,2001
blr,3001,2002
blr,3063,2003
blr,3174,2004
blr,3246,2005
blr,3366,2006
blr,3394,2007
blr,3482,2008
blr,3299,2009
blr,3564,2010
blr,3628,2011
bel,1576,1960
bel,1628,1961
bel,1753,1962
bel,1881,1963
bel,2063,1964
bel,2164,1965
bel,2255,1966
bel,2358,1967
bel,2596,1968
bel,2831,1969
bel,3032,1970
bel,3217,1971
bel,3612,1972
bel,3942,1973
bel,4134,1974
bel,3887,1975
bel,4247,1976
bel,4405,1977
bel,4623,1978
bel,4906,1979
bel,4894,1980
bel,4911,1981
bel,4904,1982
bel,5044,1983
bel,5286,1984
bel,5503,1985
bel,5617,1986
bel,5877,1987
bel,6057,1988
bel,6206,1989
bel,6380,1990
bel,6655,1991
bel,6851,1992
bel,6881,1993
bel,7176,1994
bel,7380,1995
bel,7528,1996
bel,7702,1997
bel,7913,1998
bel,7944,1999
bel,8248,2000
bel,8267,2001
bel,8312,2002
bel,8412,2003
bel,8576,2004
bel,8510,2005
bel,8684,2006
bel,8614,2007
bel,8521,2008
bel,7903,2009
bel,8388,2010
bel,8021,2011
ben,10.77,1971
ben,11.84,1972
ben,18.65,1973
ben,16.96,1974
ben,18.08,1975
ben,19.43,1976
ben,32.42,1984
ben,38.88,1994
ben,43.88,1996
ben,47.32,1997
ben,44.3,1998
ben,51.33,1999
ben,57.42,2000
ben,73.07,2006
ben,77.4,2007
ben,83.69,2008
bol,175.9,1971
bol,184,1972
bol,183.3,1973
bol,191,1974
bol,198.8,1975
bol,209,1976
bol,226.1,1977
bol,237.4,1978
bol,247.2,1979
bol,263.4,1980
bol,275.8,1981
bol,273.8,1982
bol,261.7,1983
bol,259.1,1984
bol,250.6,1985
bol,239.8,1986
bol,237.7,1987
bol,249.5,1988
bol,261.2,1989
bol,268.9,1990
bol,282.7,1991
bol,291.6,1992
bol,313.5,1993
bol,332.9,1994
bol,351,1995
bol,368.5,1996
bol,386.3,1997
bol,402.4,1998
bol,414.9,1999
bol,412.1,2000
bol,410.4,2001
bol,423,2002
bol,429.6,2003
bol,439.1,2004
bol,466.8,2005
bol,496.7,2006
bol,528.5,2007
bol,527.5,2008
bol,546.2,2009
bol,592.5,2010
bol,623.4,2011
bih,2897,1990
bih,2104,1991
bih,1136,1992
bih,743.6,1993
bih,961.6,1994
bih,1043,1995
bih,1216,1996
bih,1463,1997
bih,1820,1998
bih,1830,1999
bih,1986,2000
bih,2002,2001
bih,2018,2002
bih,2157,2003
bih,2249,2004
bih,2319,2005
bih,2317,2006
bih,2317,2007
bih,2904,2008
bih,2803,2009
bih,3040,2010
bih,3189,2011
bwa,527.9,1981
bwa,563.8,1982
bwa,562,1983
bwa,576.7,1984
bwa,599.3,1985
bwa,684,1986
bwa,774.2,1987
bwa,662.2,1988
bwa,675.9,1989
bwa,715.4,1990
bwa,794,1991
bwa,861.4,1992
bwa,857,1993
bwa,893.9,1994
bwa,868.4,1995
bwa,893.3,1996
bwa,956.3,1997
bwa,1021,1998
bwa,1002,1999
bwa,906.9,2000
bwa,1134,2001
bwa,1245,2002
bwa,1314,2003
bwa,1362,2004
bwa,1421,2005
bwa,1444,2006
bwa,1500,2007
bwa,1529,2008
bwa,1531,2009
bwa,1617,2010
bwa,1603,2011
bra,455.5,1971
bra,494.3,1972
bra,549.4,1973
bra,599.3,1974
bra,645.5,1975
bra,715.5,1976
bra,783,1977
bra,852.6,1978
bra,933.4,1979
bra,1008,1980
bra,1013,1981
bra,1047,1982
bra,1103,1983
bra,1200,1984
bra,1274,1985
bra,1346,1986
bra,1360,1987
bra,1412,1988
bra,1443,1989
bra,1454,1990
bra,1481,1991
bra,1491,1992
bra,1536,1993
bra,1567,1994
bra,1636,1995
bra,1689,1996
bra,1765,1997
bra,1812,1998
bra,1836,1999
bra,1900,2000
bra,1750,2001
bra,1808,2002
bra,1883,2003
bra,1956,2004
bra,2016,2005
bra,2073,2006
bra,2169,2007
bra,2233,2008
bra,2202,2009
bra,2381,2010
bra,2438,2011
brn,1754,1971
brn,1678,1972
brn,1587,1973
brn,1548,1974
brn,1486,1975
brn,1429,1976
brn,1375,1977
brn,1325,1978
brn,1280,1979
brn,1699,1980
brn,2275,1981
brn,2648,1982
brn,3096,1983
brn,3311,1984
brn,3286,1985
brn,3239,1986
brn,4221,1987
brn,4313,1988
brn,4328,1989
brn,4355,1990
brn,4506,1991
brn,4854,1992
brn,5307,1993
brn,5620,1994
brn,6430,1995
brn,6876,1996
brn,7673,1997
brn,7802,1998
brn,7414,1999
brn,7577,2000
brn,7201,2001
brn,7381,2002
brn,8542,2003
brn,8564,2004
brn,8401,2005
brn,8332,2006
brn,8468,2007
brn,8399,2008
brn,8605,2009
brn,8548,2010
brn,8507,2011
bgr,2293,1971
bgr,2486,1972
bgr,2683,1973
bgr,2842,1974
bgr,3036,1975
bgr,3248,1976
bgr,3438,1977
bgr,3648,1978
bgr,3772,1979
bgr,3974,1980
bgr,4125,1981
bgr,4398,1982
bgr,4582,1983
bgr,4772,1984
bgr,4678,1985
bgr,4646,1986
bgr,4839,1987
bgr,4941,1988
bgr,4963,1989
bgr,4759,1990
bgr,4361,1991
bgr,3736,1992
bgr,3808,1993
bgr,3825,1994
bgr,4211,1995
bgr,4350,1996
bgr,3970,1997
bgr,3932,1998
bgr,3613,1999
bgr,3674,2000
bgr,3854,2001
bgr,3838,2002
bgr,3973,2003
bgr,3939,2004
bgr,4122,2005
bgr,4311,2006
bgr,4456,2007
bgr,4594,2008
bgr,4401,2009
bgr,4476,2010
bgr,4864,2011
khm,13.37,1995
khm,19.84,1996
khm,24.04,1997
khm,26.44,1998
khm,30.02,1999
khm,32.56,2000
khm,36.32,2001
khm,50.04,2002
khm,51.18,2003
khm,55.36,2004
khm,66.34,2005
khm,80.27,2006
khm,100.1,2007
khm,114.1,2008
khm,127.5,2009
khm,143.8,2010
khm,164.4,2011
cmr,146.6,1971
cmr,149.7,1972
cmr,147.2,1973
cmr,163.2,1974
cmr,168.3,1975
cmr,159.8,1976
cmr,149.4,1977
cmr,150.1,1978
cmr,149.5,1979
cmr,150.7,1980
cmr,191.6,1981
cmr,213.8,1982
cmr,206.7,1983
cmr,198.3,1984
cmr,217,1985
cmr,202.5,1986
cmr,202,1987
cmr,204.3,1988
cmr,205.1,1989
cmr,194.3,1990
cmr,187.8,1991
cmr,184.4,1992
cmr,186.6,1993
cmr,163.4,1994
cmr,156.3,1995
cmr,161.6,1996
cmr,171,1997
cmr,168.1,1998
cmr,172.8,1999
cmr,170.7,2000
cmr,160.9,2001
cmr,151.1,2002
cmr,163,2003
cmr,187.8,2004
cmr,182.3,2005
cmr,240.5,2006
cmr,248.9,2007
cmr,262.5,2008
cmr,260.8,2009
cmr,257.9,2010
cmr,255.5,2011
can,5631,1960
can,5605,1961
can,5791,1962
can,5966,1963
can,6469,1964
can,6910,1965
can,7359,1966
can,7630,1967
can,8030,1968
can,8533,1969
can,8962,1970
can,9301,1971
can,9904,1972
can,10300,1973
can,10820,1974
can,10440,1975
can,11040,1976
can,11760,1977
can,12230,1978
can,12380,1979
can,12760,1980
can,13200,1981
can,12940,1982
can,13410,1983
can,14290,1984
can,14800,1985
can,15300,1986
can,15740,1987
can,16330,1988
can,16400,1989
can,16110,1990
can,16100,1991
can,16080,1992
can,16240,1993
can,16330,1994
can,16500,1995
can,16570,1996
can,16610,1997
can,16390,1998
can,16630,1999
can,16990,2000
can,16810,2001
can,16960,2002
can,17190,2003
can,17240,2004
can,17320,2005
can,16760,2006
can,16850,2007
can,16450,2008
can,15120,2009
can,16150,2010
can,16410,2011
chl,775.9,1971
chl,801.6,1972
chl,770.3,1973
chl,813.2,1974
chl,742.8,1975
chl,781.5,1976
chl,808.1,1977
chl,850.2,1978
chl,894.2,1979
chl,921.1,1980
chl,936.8,1981
chl,902.8,1982
chl,920.1,1983
chl,979.2,1984
chl,998.8,1985
chl,1038,1986
chl,1063,1987
chl,1129,1988
chl,1216,1989
chl,1243,1990
chl,1318,1991
chl,1459,1992
chl,1513,1993
chl,1584,1994
chl,1738,1995
chl,1917,1996
chl,2057,1997
chl,2163,1998
chl,2377,1999
chl,2481,2000
chl,2608,2001
chl,2705,2002
chl,2871,2003
chl,3035,2004
chl,3066,2005
chl,3193,2006
chl,3312,2007
chl,3314,2008
chl,3276,2009
chl,3290,2010
chl,3568,2011
chn,151.2,1971
chn,162.5,1972
chn,173.8,1973
chn,172.3,1974
chn,196.4,1975
chn,200.6,1976
chn,217.6,1977
chn,246.6,1978
chn,267.4,1979
chn,281.6,1980
chn,285.8,1981
chn,299.2,1982
chn,317,1983
chn,336.4,1984
chn,362.8,1985
chn,391.4,1986
chn,426.6,1987
chn,461.8,1988
chn,487.4,1989
chn,510.6,1990
chn,548.9,1991
chn,604.6,1992
chn,662.5,1993
chn,727,1994
chn,770.2,1995
chn,821,1996
chn,852.6,1997
chn,870.5,1998
chn,913.9,1999
chn,993.3,2000
chn,1077,2001
chn,1195,2002
chn,1380,2003
chn,1587,2004
chn,1784,2005
chn,2042,2006
chn,2330,2007
chn,2458,2008
chn,2633,2009
chn,2944,2010
chn,3298,2011
col,417.1,1971
col,402.4,1972
col,434.6,1973
col,474.1,1974
col,455.7,1975
col,470.4,1976
col,513.5,1977
col,568.4,1978
col,607,1979
col,636.5,1980
col,633,1981
col,657.7,1982
col,662,1983
col,717.7,1984
col,752,1985
col,805.5,1986
col,780.9,1987
col,799.9,1988
col,846.3,1989
col,866.2,1990
col,866.1,1991
col,774.5,1992
col,868.6,1993
col,906.3,1994
col,916.6,1995
col,907.2,1996
col,913.5,1997
col,889.5,1998
col,822.8,1999
col,839.9,2000
col,859.4,2001
col,866,2002
col,868.3,2003
col,902.5,2004
col,897.9,2005
col,947.4,2006
col,972.2,2007
col,969.1,2008
col,1042,2009
col,1009,2010
col,1123,2011
cod,162.3,1971
cod,158.8,1972
cod,167.3,1973
cod,169.3,1974
cod,167.2,1975
cod,161.9,1976
cod,158.4,1977
cod,148.5,1978
cod,143,1979
cod,150.9,1980
cod,135.5,1981
cod,130.1,1982
cod,137.6,1983
cod,140.7,1984
cod,147.4,1985
cod,149.7,1986
cod,144.9,1987
cod,144.8,1988
cod,168.2,1989
cod,129.8,1990
cod,124.3,1991
cod,114,1992
cod,101.4,1993
cod,100.2,1994
cod,107.8,1995
cod,104,1996
cod,94.85,1997
cod,93.17,1998
cod,95.62,1999
cod,96.89,2000
cod,96.06,2001
cod,90.37,2002
cod,91.01,2003
cod,89.16,2004
cod,90.71,2005
cod,103.6,2006
cod,107.6,2007
cod,103.9,2008
cod,110.3,2009
cod,100.9,2010
cod,105.3,2011
cog,55.96,1971
cog,57.1,1972
cog,62.21,1973
cog,63,1974
cog,65.64,1975
cog,68.11,1976
cog,69.81,1977
cog,71.37,1978
cog,75.07,1979
cog,82.39,1980
cog,69.19,1981
cog,103.4,1982
cog,98.35,1983
cog,147.5,1984
cog,111.6,1985
cog,174,1986
cog,177.4,1987
cog,166,1988
cog,168.1,1989
cog,172,1990
cog,183.1,1991
cog,176,1992
cog,159.4,1993
cog,143.5,1994
cog,150.7,1995
cog,153.7,1996
cog,128.5,1997
cog,110.4,1998
cog,69.31,1999
cog,95.64,2000
cog,105.1,2001
cog,116.3,2002
cog,116.3,2003
cog,107.3,2004
cog,120,2005
cog,129.2,2006
cog,131.7,2007
cog,148.8,2008
cog,150.2,2009
cog,145.9,2010
cog,171.6,2011
cri,614.9,1971
cri,662.9,1972
cri,688.7,1973
cri,733.1,1974
cri,746.1,1975
cri,782.3,1976
cri,814,1977
cri,866.4,1978
cri,874.3,1979
cri,947.9,1980
cri,979.4,1981
cri,948.7,1982
cri,932.8,1983
cri,1004,1984
cri,1022,1985
cri,1092,1986
cri,1160,1987
cri,1157,1988
cri,1090,1989
cri,1086,1990
cri,1138,1991
cri,1428,1992
cri,1357,1993
cri,1292,1994
cri,1301,1995
cri,1273,1996
cri,1382,1997
cri,1332,1998
cri,1452,1999
cri,1519,2000
cri,1493,2001
cri,1561,2002
cri,1641,2003
cri,1671,2004
cri,1707,2005
cri,1803,2006
cri,1861,2007
cri,1860,2008
cri,1813,2009
cri,1851,2010
cri,1844,2011
civ,94.21,1971
civ,101.1,1972
civ,111.1,1973
civ,113.7,1974
civ,122.3,1975
civ,135.5,1976
civ,144.3,1977
civ,157,1978
civ,193.1,1979
civ,177.7,1980
civ,183.8,1981
civ,181.6,1982
civ,173.3,1983
civ,128.6,1984
civ,147.6,1985
civ,148.2,1986
civ,167,1987
civ,171.5,1988
civ,157.9,1989
civ,157.9,1990
civ,146.4,1991
civ,151.4,1992
civ,143.1,1993
civ,145.8,1994
civ,176.1,1995
civ,162,1996
civ,173,1997
civ,188.8,1998
civ,178.4,1999
civ,177.5,2000
civ,187,2001
civ,182.5,2002
civ,181.5,2003
civ,181.8,2004
civ,181.2,2005
civ,193,2006
civ,199.8,2007
civ,210.1,2008
civ,216.3,2009
civ,224.7,2010
civ,212.4,2011
hrv,2965,1990
hrv,2712,1991
hrv,2281,1992
hrv,2199,1993
hrv,2204,1994
hrv,2290,1995
hrv,2439,1996
hrv,2589,1997
hrv,2650,1998
hrv,2754,1999
hrv,2856,2000
hrv,2899,2001
hrv,3092,2002
hrv,3158,2003
hrv,3326,2004
hrv,3476,2005
hrv,3636,2006
hrv,3738,2007
hrv,3878,2008
hrv,3712,2009
hrv,3814,2010
hrv,3901,2011
cub,505.8,1971
cub,515,1972
cub,547.4,1973
cub,571.7,1974
cub,623.2,1975
cub,671.2,1976
cub,721.6,1977
cub,788.7,1978
cub,863.7,1979
cub,841.3,1980
cub,964.3,1981
cub,1008,1982
cub,1052,1983
cub,1117,1984
cub,1003,1985
cub,1074,1986
cub,1091,1987
cub,1148,1988
cub,1185,1989
cub,1212,1990
cub,1048,1991
cub,902.7,1992
cub,837.7,1993
cub,895.1,1994
cub,915.7,1995
cub,970.8,1996
cub,1037,1997
cub,1043,1998
cub,1079,1999
cub,1137,2000
cub,1157,2001
cub,1184,2002
cub,1192,2003
cub,1173,2004
cub,1152,2005
cub,1223,2006
cub,1296,2007
cub,1316,2008
cub,1327,2009
cub,1297,2010
cub,1327,2011
cyp,990.6,1971
cyp,1134,1972
cyp,1219,1973
cyp,1043,1974
cyp,1030,1975
cyp,1139,1976
cyp,1217,1977
cyp,1285,1978
cyp,1359,1979
cyp,1415,1980
cyp,1437,1981
cyp,1537,1982
cyp,1655,1983
cyp,1684,1984
cyp,1766,1985
cyp,1873,1986
cyp,1951,1987
cyp,2091,1988
cyp,2295,1989
cyp,2430,1990
cyp,2481,1991
cyp,2838,1992
cyp,3004,1993
cyp,3058,1994
cyp,2785,1995
cyp,2817,1996
cyp,2868,1997
cyp,3100,1998
cyp,3180,1999
cyp,3373,2000
cyp,3451,2001
cyp,3692,2002
cyp,3900,2003
cyp,3926,2004
cyp,4080,2005
cyp,4227,2006
cyp,4380,2007
cyp,4573,2008
cyp,4609,2009
cyp,4623,2010
cyp,4271,2011
cze,3424,1971
cze,3596,1972
cze,3730,1973
cze,3860,1974
cze,4031,1975
cze,4173,1976
cze,4293,1977
cze,4500,1978
cze,4392,1979
cze,4585,1980
cze,4640,1981
cze,4676,1982
cze,4812,1983
cze,4960,1984
cze,5142,1985
cze,5259,1986
cze,5447,1987
cze,5505,1988
cze,5577,1989
cze,5600,1990
cze,5256,1991
cze,5078,1992
cze,5032,1993
cze,5187,1994
cze,5471,1995
cze,5729,1996
cze,5660,1997
cze,5605,1998
cze,5494,1999
cze,5694,2000
cze,5881,2001
cze,5890,2002
cze,6067,2003
cze,6219,2004
cze,6342,2005
cze,6509,2006
cze,6496,2007
cze,6464,2008
cze,6114,2009
cze,6321,2010
cze,6289,2011
dnk,1090,1960
dnk,1192,1961
dnk,1356,1962
dnk,1498,1963
dnk,1624,1964
dnk,1819,1965
dnk,1984,1966
dnk,2128,1967
dnk,2339,1968
dnk,2620,1969
dnk,2893,1970
dnk,3059,1971
dnk,3347,1972
dnk,3428,1973
dnk,3246,1974
dnk,3415,1975
dnk,3794,1976
dnk,4000,1977
dnk,4314,1978
dnk,4542,1979
dnk,4599,1980
dnk,4590,1981
dnk,4679,1982
dnk,4740,1983
dnk,4980,1984
dnk,5351,1985
dnk,5619,1986
dnk,5794,1987
dnk,5858,1988
dnk,5854,1989
dnk,5945,1990
dnk,6217,1991
dnk,6236,1992
dnk,6307,1993
dnk,6540,1994
dnk,6425,1995
dnk,6647,1996
dnk,6607,1997
dnk,6504,1998
dnk,6509,1999
dnk,6482,2000
dnk,6490,2001
dnk,6534,2002
dnk,6603,2003
dnk,6616,2004
dnk,6659,2005
dnk,6825,2006
dnk,6668,2007
dnk,6534,2008
dnk,6220,2009
dnk,6327,2010
dnk,6122,2011
dom,326.1,1971
dom,307.1,1972
dom,398.2,1973
dom,363,1974
dom,400.9,1975
dom,379.9,1976
dom,420,1977
dom,408.1,1978
dom,470,1979
dom,439.6,1980
dom,441.1,1981
dom,326.4,1982
dom,363.8,1983
dom,441.1,1984
dom,472.4,1985
dom,479.9,1986
dom,473.1,1987
dom,376.3,1988
dom,330.8,1989
dom,385.2,1990
dom,394.7,1991
dom,535.1,1992
dom,503.4,1993
dom,520.9,1994
dom,491.7,1995
dom,626.5,1996
dom,629.8,1997
dom,667,1998
