@@,geo,time,mean_years_in_school_women_25_to_34_years,changes(%)
+++,mus,2011,9.71,
+++,mwi,2011,4.53,
+++,mys,2011,11.27,
+++,nam,2011,9.12,
+++,ner,2011,1.25,
+++,nga,2011,6.2,
+++,nic,2011,8.39,
+++,nld,2011,14.16,
+++,nor,2011,14.93,
+++,npl,2011,3.2,
+++,nzl,2011,14.53,
+++,omn,2011,7.55,
+++,pak,2011,3.8,
+++,pan,2011,11.85,
+++,per,2011,10.93,
+++,phl,2011,11.23,
+++,png,2011,5.48,
+++,pol,2011,14.27,
+++,prk,2011,10.91,
+++,prt,2011,10.87,
+++,pry,2011,9.56,
+++,pse,2011,10.43,
+++,qat,2011,10.16,
+++,rou,2011,13.25,
+++,rus,2011,14.15,
+++,rwa,2011,4.97,
+++,sau,2011,8.92,
+++,sdn,2011,5.16,
+++,sen,2011,2.77,
+++,sgp,2011,13.17,
+++,slb,2011,7.16,
+++,sle,2011,2.29,
+++,slv,2011,8.55,
+++,som,2011,1.75,
+++,srb,2011,12.37,
+++,ssd,2011,1.05,
+++,stp,2011,5.79,
+++,sur,2011,9.47,
+++,svk,2011,13.45,
+++,svn,2011,13.63,
+++,swe,2011,14.62,
+++,swz,2011,9.34,
+++,syc,2011,10.97,
+++,syr,2011,7.72,
+++,tcd,2011,1.44,
+++,tgo,2011,3.75,
+++,tha,2011,9.43,
+++,tjk,2011,11.24,
+++,tkm,2011,13.43,
+++,tls,2011,6.31,
+++,ton,2011,11.6,
+++,tto,2011,12.68,
+++,tun,2011,8.39,
+++,tur,2011,8.09,
+++,twn,2011,13.49,
+++,tza,2011,6.5,
+++,uga,2011,5.6,
+++,ukr,2011,14.1,
+++,ury,2011,11.48,
+++,usa,2011,14.59,
+++,uzb,2011,12.39,
+++,vct,2011,10.48,
+++,ven,2011,10.84,
+++,vnm,2011,9,
+++,vut,2011,8.28,
+++,wsm,2011,12.56,
+++,yem,2011,2.03,
+++,zaf,2011,10.83,
+++,zmb,2011,7.17,
+++,zwe,2011,9.53,
+++,afg,2012,0.89,
+++,ago,2012,4.92,
+++,alb,2012,11.78,
+++,and,2012,14.75,
+++,are,2012,12.69,
+++,arg,2012,12.55,
+++,arm,2012,12.64,
+++,atg,2012,14.06,
+++,aus,2012,14.12,
+++,aut,2012,12.86,
+++,aze,2012,12.72,
+++,bdi,2012,3.9,
+++,bel,2012,14.11,
+++,ben,2012,2.5,
+++,bfa,2012,1.69,
+++,bgd,2012,4.7,
+++,bgr,2012,13.22,
+++,bhr,2012,10.08,
+++,bhs,2012,13.19,
+++,bih,2012,10.78,
+++,blr,2012,14.43,
+++,blz,2012,9.28,
+++,bol,2012,9.36,
+++,bra,2012,9.11,
+++,brb,2012,10.65,
+++,brn,2012,14.13,
+++,btn,2012,2.97,
+++,bwa,2012,8.21,
+++,caf,2012,3.94,
+++,can,2012,15.33,
+++,che,2012,14.01,
+++,chl,2012,12.84,
+++,chn,2012,9.32,
+++,civ,2012,3.57,
+++,cmr,2012,6.74,
+++,cod,2012,5.84,
+++,cog,2012,8.36,
+++,col,2012,10.31,
+++,com,2012,5.61,
+++,cpv,2012,5.72,
+++,cri,2012,10.44,
+++,cub,2012,12.72,
+++,cyp,2012,14.25,
+++,cze,2012,14.09,
+++,deu,2012,13.82,
+++,dji,2012,3.73,
+++,dma,2012,12,
+++,dnk,2012,14.76,
+++,dom,2012,10.63,
+++,dza,2012,7.26,
+++,ecu,2012,10.75,
+++,egy,2012,8.56,
+++,eri,2012,3.63,
+++,esp,2012,13.04,
+++,est,2012,14.06,
+++,eth,2012,3.48,
+++,fin,2012,14.67,
+++,fji,2012,11.61,
+++,fra,2012,13.61,
+++,fsm,2012,12.09,
+++,gab,2012,9.73,
+++,gbr,2012,14.51,
+++,geo,2012,14.18,
+++,gha,2012,6.7,
+++,gin,2012,1.88,
+++,gmb,2012,3.2,
+++,gnb,2012,2.15,
+++,gnq,2012,6.82,
+++,grc,2012,13.44,
+++,grd,2012,10.65,
+++,gtm,2012,6.21,
+++,guy,2012,10.36,
+++,hnd,2012,8.09,
+++,hrv,2012,12.12,
+++,hti,2012,6.43,
+++,hun,2012,13.49,
+++,idn,2012,9.05,
+++,ind,2012,5.39,
+++,irl,2012,14.12,
+++,irn,2012,9.36,
+++,irq,2012,7.41,
+++,isl,2012,14.47,
+++,isr,2012,15.34,
+++,ita,2012,13.87,
+++,jam,2012,12.34,
+++,jor,2012,11.93,
+++,jpn,2012,15.15,
+++,kaz,2012,13.52,
+++,ken,2012,8.69,
+++,kgz,2012,13.39,
+++,khm,2012,5.28,
+++,kir,2012,9.54,
+++,kor,2012,14.2,
+++,kwt,2012,12,
+++,lao,2012,5.69,
+++,lbn,2012,10.89,
+++,lbr,2012,4.02,
+++,lby,2012,5.84,
+++,lca,2012,11.46,
+++,lka,2012,11.12,
+++,lso,2012,9.74,
+++,ltu,2012,13.8,
+++,lux,2012,13.65,
+++,lva,2012,14.04,
+++,mar,2012,4.47,
+++,mda,2012,13.37,
+++,mdg,2012,6.04,
+++,mdv,2012,7.14,
+++,mex,2012,10.27,
+++,mhl,2012,10.27,
+++,mkd,2012,12.28,
+++,mli,2012,1.42,
+++,mlt,2012,11.1,
+++,mmr,2012,7.26,
+++,mne,2012,12.58,
+++,mng,2012,11.58,
+++,moz,2012,2.76,
+++,mrt,2012,4.12,
+++,mus,2012,9.87,
+++,mwi,2012,4.64,
+++,mys,2012,11.44,
+++,nam,2012,9.29,
+++,ner,2012,1.29,
+++,nga,2012,6.34,
+++,nic,2012,8.55,
+++,nld,2012,14.29,
+++,nor,2012,15.05,
+++,npl,2012,3.3,
+++,nzl,2012,14.66,
+++,omn,2012,7.71,
+++,pak,2012,3.92,
+++,pan,2012,12.01,
+++,per,2012,11.09,
+++,phl,2012,11.38,
+++,png,2012,5.62,
+++,pol,2012,14.4,
+++,prk,2012,11.07,
+++,prt,2012,11.04,
+++,pry,2012,9.72,
+++,pse,2012,10.59,
+++,qat,2012,10.33,
+++,rou,2012,13.38,
+++,rus,2012,14.28,
+++,rwa,2012,5.1,
+++,sau,2012,9.09,
+++,sdn,2012,5.28,
+++,sen,2012,2.86,
+++,sgp,2012,13.34,
+++,slb,2012,7.33,
+++,sle,2012,2.36,
+++,slv,2012,8.72,
+++,som,2012,1.81,
+++,srb,2012,12.53,
+++,ssd,2012,1.08,
+++,stp,2012,5.92,
+++,sur,2012,9.64,
+++,svk,2012,13.58,
+++,svn,2012,13.78,
+++,swe,2012,14.75,
+++,swz,2012,9.5,
+++,syc,2012,11.13,
+++,syr,2012,7.88,
+++,tcd,2012,1.48,
+++,tgo,2012,3.86,
+++,tha,2012,9.59,
+++,tjk,2012,11.37,
+++,tkm,2012,13.58,
+++,tls,2012,6.46,
+++,ton,2012,11.74,
+++,tto,2012,12.83,
+++,tun,2012,8.57,
+++,tur,2012,8.26,
+++,twn,2012,13.63,
+++,tza,2012,6.64,
+++,uga,2012,5.74,
+++,ukr,2012,14.25,
+++,ury,2012,11.63,
+++,usa,2012,14.7,
+++,uzb,2012,12.53,
+++,vct,2012,10.65,
+++,ven,2012,11,
+++,vnm,2012,9.16,
+++,vut,2012,8.44,
+++,wsm,2012,12.72,
+++,yem,2012,2.11,
+++,zaf,2012,10.99,
+++,zmb,2012,7.32,
+++,zwe,2012,9.7,
+++,afg,2013,0.92,
+++,ago,2013,5.04,
+++,alb,2013,11.94,
+++,and,2013,14.88,
+++,are,2013,12.85,
+++,arg,2013,12.7,
+++,arm,2013,12.8,
+++,atg,2013,14.2,
+++,aus,2013,14.26,
+++,aut,2013,13,
+++,aze,2013,12.87,
+++,bdi,2013,4.01,
+++,bel,2013,14.24,
+++,ben,2013,2.57,
+++,bfa,2013,1.75,
+++,bgd,2013,4.83,
+++,bgr,2013,13.36,
+++,bhr,2013,10.23,
+++,bhs,2013,13.34,
+++,bih,2013,10.96,
+++,blr,2013,14.58,
+++,blz,2013,9.44,
+++,bol,2013,9.52,
+++,bra,2013,9.27,
+++,brb,2013,10.82,
+++,brn,2013,14.26,
+++,btn,2013,3.05,
+++,bwa,2013,8.38,
+++,caf,2013,4.05,
+++,can,2013,15.43,
+++,che,2013,14.15,
+++,chl,2013,13,
+++,chn,2013,9.49,
+++,civ,2013,3.67,
+++,cmr,2013,6.88,
+++,cod,2013,5.97,
+++,cog,2013,8.52,
+++,col,2013,10.48,
+++,com,2013,5.75,
+++,cpv,2013,5.86,
+++,cri,2013,10.6,
+++,cub,2013,12.88,
+++,cyp,2013,14.39,
+++,cze,2013,14.22,
+++,deu,2013,13.96,
+++,dji,2013,3.84,
+++,dma,2013,12.16,
+++,dnk,2013,14.88,
+++,dom,2013,10.79,
+++,dza,2013,7.42,
+++,ecu,2013,10.91,
+++,egy,2013,8.73,
+++,eri,2013,3.74,
+++,esp,2013,13.19,
+++,est,2013,14.2,
+++,eth,2013,3.57,
+++,fin,2013,14.8,
+++,fji,2013,11.77,
+++,fra,2013,13.76,
+++,fsm,2013,12.24,
+++,gab,2013,9.88,
+++,gbr,2013,14.64,
+++,geo,2013,14.31,
+++,gha,2013,6.84,
+++,gin,2013,1.94,
+++,gmb,2013,3.29,
+++,gnb,2013,2.22,
+++,gnq,2013,6.97,
+++,grc,2013,13.59,
+++,grd,2013,10.82,
+++,gtm,2013,6.35,
+++,guy,2013,10.52,
+++,hnd,2013,8.26,
+++,hrv,2013,12.27,
+++,hti,2013,6.58,
+++,hun,2013,13.63,
+++,idn,2013,9.22,
+++,ind,2013,5.52,
+++,irl,2013,14.26,
+++,irn,2013,9.54,
+++,irq,2013,7.57,
+++,isl,2013,14.6,
+++,isr,2013,15.45,
+++,ita,2013,14.01,
+++,jam,2013,12.5,
+++,jor,2013,12.08,
+++,jpn,2013,15.27,
+++,kaz,2013,13.66,
+++,ken,2013,8.84,
+++,kgz,2013,13.52,
+++,khm,2013,5.41,
+++,kir,2013,9.7,
+++,kor,2013,14.34,
+++,kwt,2013,12.17,
+++,lao,2013,5.83,
+++,lbn,2013,11.06,
+++,lbr,2013,4.13,
+++,lby,2013,5.98,
+++,lca,2013,11.62,
+++,lka,2013,11.28,
+++,lso,2013,9.91,
+++,ltu,2013,13.92,
+++,lux,2013,13.8,
+++,lva,2013,14.17,
+++,mar,2013,4.59,
+++,mda,2013,13.52,
+++,mdg,2013,6.18,
+++,mdv,2013,7.29,
+++,mex,2013,10.43,
+++,mhl,2013,10.43,
+++,mkd,2013,12.44,
+++,mli,2013,1.46,
+++,mlt,2013,11.27,
+++,mmr,2013,7.42,
+++,mne,2013,12.74,
+++,mng,2013,11.74,
+++,moz,2013,2.83,
+++,mrt,2013,4.22,
+++,mus,2013,10.04,
+++,mwi,2013,4.75,
+++,mys,2013,11.6,
+++,nam,2013,9.45,
+++,ner,2013,1.33,
+++,nga,2013,6.48,
+++,nic,2013,8.71,
+++,nld,2013,14.43,
+++,nor,2013,15.18,
+++,npl,2013,3.39,
+++,nzl,2013,14.79,
+++,omn,2013,7.87,
+++,pak,2013,4.03,
+++,pan,2013,12.16,
+++,per,2013,11.25,
+++,phl,2013,11.52,
+++,png,2013,5.75,
+++,pol,2013,14.53,
+++,prk,2013,11.24,
+++,prt,2013,11.21,
+++,pry,2013,9.88,
+++,pse,2013,10.76,
+++,qat,2013,10.49,
+++,rou,2013,13.52,
+++,rus,2013,14.41,
+++,rwa,2013,5.22,
+++,sau,2013,9.26,
+++,sdn,2013,5.41,
+++,sen,2013,2.94,
+++,sgp,2013,13.51,
+++,slb,2013,7.5,
+++,sle,2013,2.43,
+++,slv,2013,8.88,
+++,som,2013,1.87,
+++,srb,2013,12.69,
+++,ssd,2013,1.12,
+++,stp,2013,6.06,
+++,sur,2013,9.81,
+++,svk,2013,13.72,
+++,svn,2013,13.92,
+++,swe,2013,14.87,
+++,swz,2013,9.67,
+++,syc,2013,11.29,
+++,syr,2013,8.05,
+++,tcd,2013,1.53,
+++,tgo,2013,3.97,
+++,tha,2013,9.76,
+++,tjk,2013,11.5,
+++,tkm,2013,13.72,
+++,tls,2013,6.61,
+++,ton,2013,11.89,
+++,tto,2013,12.98,
+++,tun,2013,8.75,
+++,tur,2013,8.43,
+++,twn,2013,13.77,
+++,tza,2013,6.77,
+++,uga,2013,5.88,
+++,ukr,2013,14.4,
+++,ury,2013,11.78,
+++,usa,2013,14.82,
+++,uzb,2013,12.68,
+++,vct,2013,10.82,
+++,ven,2013,11.17,
+++,vnm,2013,9.32,
+++,vut,2013,8.61,
+++,wsm,2013,12.87,
+++,yem,2013,2.19,
+++,zaf,2013,11.15,
+++,zmb,2013,7.46,
+++,zwe,2013,9.86,
+++,afg,2014,0.95,
+++,ago,2014,5.18,
+++,alb,2014,12.1,
+++,and,2014,15.01,
+++,are,2014,13.02,
+++,arg,2014,12.85,
+++,arm,2014,12.95,
+++,atg,2014,14.34,
+++,aus,2014,14.4,
+++,aut,2014,13.15,
+++,aze,2014,13.01,
+++,bdi,2014,4.12,
+++,bel,2014,14.38,
+++,ben,2014,2.65,
+++,bfa,2014,1.8,
+++,bgd,2014,4.96,
+++,bgr,2014,13.49,
+++,bhr,2014,10.38,
+++,bhs,2014,13.49,
+++,bih,2014,11.13,
+++,blr,2014,14.72,
+++,blz,2014,9.61,
+++,bol,2014,9.69,
+++,bra,2014,9.44,
+++,brb,2014,10.98,
+++,brn,2014,14.4,
+++,btn,2014,3.14,
+++,bwa,2014,8.54,
+++,caf,2014,4.16,
+++,can,2014,15.54,
+++,che,2014,14.28,
+++,chl,2014,13.15,
+++,chn,2014,9.65,
+++,civ,2014,3.77,
+++,cmr,2014,7.02,
+++,cod,2014,6.12,
+++,cog,2014,8.69,
+++,col,2014,10.64,
+++,com,2014,5.89,
+++,cpv,2014,6,
+++,cri,2014,10.76,
+++,cub,2014,13.04,
+++,cyp,2014,14.52,
+++,cze,2014,14.34,
+++,deu,2014,14.1,
+++,dji,2014,3.94,
+++,dma,2014,12.32,
+++,dnk,2014,15,
+++,dom,2014,10.95,
+++,dza,2014,7.58,
+++,ecu,2014,11.07,
+++,egy,2014,8.89,
+++,eri,2014,3.84,
+++,esp,2014,13.35,
+++,est,2014,14.33,
+++,eth,2014,3.66,
+++,fin,2014,14.92,
+++,fji,2014,11.93,
+++,fra,2014,13.9,
+++,fsm,2014,12.4,
+++,gab,2014,10.02,
+++,gbr,2014,14.77,
+++,geo,2014,14.44,
+++,gha,2014,6.98,
+++,gin,2014,2,
+++,gmb,2014,3.39,
+++,gnb,2014,2.29,
+++,gnq,2014,7.13,
+++,grc,2014,13.74,
+++,grd,2014,10.98,
+++,gtm,2014,6.5,
+++,guy,2014,10.69,
+++,hnd,2014,8.42,
+++,hrv,2014,12.42,
+++,hti,2014,6.74,
+++,hun,2014,13.77,
+++,idn,2014,9.39,
+++,ind,2014,5.66,
+++,irl,2014,14.4,
+++,irn,2014,9.71,
+++,irq,2014,7.72,
+++,isl,2014,14.73,
+++,isr,2014,15.57,
+++,ita,2014,14.14,
+++,jam,2014,12.65,
+++,jor,2014,12.23,
+++,jpn,2014,15.39,
+++,kaz,2014,13.8,
+++,ken,2014,8.99,
+++,kgz,2014,13.66,
+++,khm,2014,5.55,
+++,kir,2014,9.85,
+++,kor,2014,14.48,
+++,kwt,2014,12.34,
+++,lao,2014,5.97,
+++,lbn,2014,11.23,
+++,lbr,2014,4.25,
+++,lby,2014,6.13,
+++,lca,2014,11.78,
+++,lka,2014,11.44,
+++,lso,2014,10.07,
+++,ltu,2014,14.04,
+++,lux,2014,13.94,
+++,lva,2014,14.3,
+++,mar,2014,4.71,
+++,mda,2014,13.66,
+++,mdg,2014,6.32,
+++,mdv,2014,7.45,
+++,mex,2014,10.6,
+++,mhl,2014,10.6,
+++,mkd,2014,12.59,
+++,mli,2014,1.51,
+++,mlt,2014,11.43,
+++,mmr,2014,7.57,
+++,mne,2014,12.89,
+++,mng,2014,11.9,
+++,moz,2014,2.91,
+++,mrt,2014,4.33,
+++,mus,2014,10.2,
+++,mwi,2014,4.86,
+++,mys,2014,11.77,
+++,nam,2014,9.62,
+++,ner,2014,1.37,
+++,nga,2014,6.63,
+++,nic,2014,8.88,
+++,nld,2014,14.56,
+++,nor,2014,15.3,
+++,npl,2014,3.5,
+++,nzl,2014,14.92,
+++,omn,2014,8.03,
+++,pak,2014,4.14,
+++,pan,2014,12.31,
+++,per,2014,11.41,
+++,phl,2014,11.67,
+++,png,2014,5.89,
+++,pol,2014,14.66,
+++,prk,2014,11.41,
+++,prt,2014,11.38,
+++,pry,2014,10.05,
+++,pse,2014,10.92,
+++,qat,2014,10.66,
+++,rou,2014,13.66,
+++,rus,2014,14.54,
+++,rwa,2014,5.35,
+++,sau,2014,9.44,
+++,sdn,2014,5.54,
+++,sen,2014,3.02,
+++,sgp,2014,13.67,
+++,slb,2014,7.68,
+++,sle,2014,2.5,
+++,slv,2014,9.05,
+++,som,2014,1.92,
+++,srb,2014,12.84,
+++,ssd,2014,1.15,
+++,stp,2014,6.2,
+++,sur,2014,9.97,
+++,svk,2014,13.85,
+++,svn,2014,14.06,
+++,swe,2014,15,
+++,swz,2014,9.83,
+++,syc,2014,11.44,
+++,syr,2014,8.22,
+++,tcd,2014,1.58,
+++,tgo,2014,4.08,
+++,tha,2014,9.92,
+++,tjk,2014,11.64,
+++,tkm,2014,13.87,
+++,tls,2014,6.77,
+++,ton,2014,12.03,
+++,tto,2014,13.13,
+++,tun,2014,8.93,
+++,tur,2014,8.59,
+++,twn,2014,13.91,
+++,tza,2014,6.92,
+++,uga,2014,6.02,
+++,ukr,2014,14.54,
+++,ury,2014,11.93,
+++,usa,2014,14.94,
+++,uzb,2014,12.83,
+++,vct,2014,10.98,
+++,ven,2014,11.33,
+++,vnm,2014,9.49,
+++,vut,2014,8.78,
+++,wsm,2014,13.02,
+++,yem,2014,2.26,
+++,zaf,2014,11.32,
+++,zmb,2014,7.6,
+++,zwe,2014,10.03,
+++,afg,2015,0.98,
+++,ago,2015,5.31,
+++,alb,2015,12.26,
+++,and,2015,15.13,
+++,are,2015,13.18,
+++,arg,2015,13,
+++,arm,2015,13.1,
+++,atg,2015,14.47,
+++,aus,2015,14.54,
+++,aut,2015,13.29,
+++,aze,2015,13.16,
+++,bdi,2015,4.23,
+++,bel,2015,14.51,
+++,ben,2015,2.73,
+++,bfa,2015,1.86,
+++,bgd,2015,5.09,
+++,bgr,2015,13.62,
+++,bhr,2015,10.53,
+++,bhs,2015,13.64,
+++,bih,2015,11.3,
+++,blr,2015,14.86,
+++,blz,2015,9.78,
+++,bol,2015,9.86,
+++,bra,2015,9.6,
+++,brb,2015,11.15,
+++,brn,2015,14.54,
+++,btn,2015,3.23,
+++,bwa,2015,8.71,
+++,caf,2015,4.27,
+++,can,2015,15.65,
+++,che,2015,14.42,
+++,chl,2015,13.29,
+++,chn,2015,9.82,
+++,civ,2015,3.87,
+++,cmr,2015,7.17,
+++,cod,2015,6.26,
+++,cog,2015,8.85,
+++,col,2015,10.81,
+++,com,2015,6.03,
+++,cpv,2015,6.14,
+++,cri,2015,10.92,
+++,cub,2015,13.19,
+++,cyp,2015,14.64,
+++,cze,2015,14.47,
+++,deu,2015,14.24,
+++,dji,2015,4.05,
+++,dma,2015,12.48,
+++,dnk,2015,15.13,
+++,dom,2015,11.12,
+++,dza,2015,7.74,
+++,ecu,2015,11.24,
+++,egy,2015,9.06,
+++,eri,2015,3.95,
+++,esp,2015,13.5,
+++,est,2015,14.47,
+++,eth,2015,3.75,
+++,fin,2015,15.05,
+++,fji,2015,12.09,
+++,fra,2015,14.04,
+++,fsm,2015,12.56,
+++,gab,2015,10.16,
+++,gbr,2015,14.9,
+++,geo,2015,14.57,
+++,gha,2015,7.12,
+++,gin,2015,2.07,
+++,gmb,2015,3.48,
+++,gnb,2015,2.36,
+++,gnq,2015,7.28,
+++,grc,2015,13.88,
+++,grd,2015,11.15,
+++,gtm,2015,6.65,
+++,guy,2015,10.85,
+++,hnd,2015,8.58,
+++,hrv,2015,12.57,
+++,hti,2015,6.9,
+++,hun,2015,13.91,
+++,idn,2015,9.56,
+++,ind,2015,5.79,
+++,irl,2015,14.53,
+++,irn,2015,9.89,
+++,irq,2015,7.88,
+++,isl,2015,14.86,
+++,isr,2015,15.68,
+++,ita,2015,14.28,
+++,jam,2015,12.81,
+++,jor,2015,12.39,
+++,jpn,2015,15.51,
+++,kaz,2015,13.93,
+++,ken,2015,9.14,
+++,kgz,2015,13.79,
+++,khm,2015,5.69,
+++,kir,2015,10.01,
+++,kor,2015,14.62,
+++,kwt,2015,12.51,
+++,lao,2015,6.11,
+++,lbn,2015,11.39,
+++,lbr,2015,4.37,
+++,lby,2015,6.27,
+++,lca,2015,11.94,
+++,lka,2015,11.6,
+++,lso,2015,10.24,
+++,ltu,2015,14.17,
+++,lux,2015,14.08,
+++,lva,2015,14.44,
+++,mar,2015,4.84,
+++,mda,2015,13.8,
+++,mdg,2015,6.46,
+++,mdv,2015,7.6,
+++,mex,2015,10.77,
+++,mhl,2015,10.77,
+++,mkd,2015,12.74,
+++,mli,2015,1.56,
+++,mlt,2015,11.59,
+++,mmr,2015,7.74,
+++,mne,2015,13.05,
+++,mng,2015,12.06,
+++,moz,2015,2.99,
+++,mrt,2015,4.44,
+++,mus,2015,10.36,
+++,mwi,2015,4.98,
+++,mys,2015,11.93,
+++,nam,2015,9.79,
+++,ner,2015,1.41,
+++,nga,2015,6.77,
+++,nic,2015,9.04,
+++,nld,2015,14.69,
+++,nor,2015,15.42,
+++,npl,2015,3.6,
+++,nzl,2015,15.04,
+++,omn,2015,8.19,
+++,pak,2015,4.26,
+++,pan,2015,12.46,
+++,per,2015,11.57,
+++,phl,2015,11.82,
+++,png,2015,6.04,
+++,pol,2015,14.78,
+++,prk,2015,11.57,
+++,prt,2015,11.54,
+++,pry,2015,10.21,
+++,pse,2015,11.08,
+++,qat,2015,10.82,
+++,rou,2015,13.8,
+++,rus,2015,14.67,
+++,rwa,2015,5.48,
+++,sau,2015,9.61,
+++,sdn,2015,5.67,
+++,sen,2015,3.11,
+++,sgp,2015,13.83,
+++,slb,2015,7.85,
+++,sle,2015,2.58,
+++,slv,2015,9.21,
+++,som,2015,1.98,
+++,srb,2015,13,
+++,ssd,2015,1.19,
+++,stp,2015,6.35,
+++,sur,2015,10.14,
+++,svk,2015,13.98,
+++,svn,2015,14.19,
+++,swe,2015,15.12,
+++,swz,2015,10,
+++,syc,2015,11.6,
+++,syr,2015,8.39,
+++,tcd,2015,1.63,
+++,tgo,2015,4.19,
+++,tha,2015,10.09,
+++,tjk,2015,11.78,
+++,tkm,2015,14.01,
+++,tls,2015,6.92,
+++,ton,2015,12.18,
+++,tto,2015,13.28,
+++,tun,2015,9.1,
+++,tur,2015,8.76,
+++,twn,2015,14.04,
+++,tza,2015,7.06,
+++,uga,2015,6.16,
+++,ukr,2015,14.69,
+++,ury,2015,12.08,
+++,usa,2015,15.06,
+++,uzb,2015,12.97,
+++,vct,2015,11.15,
+++,ven,2015,11.5,
+++,vnm,2015,9.65,
+++,vut,2015,8.94,
+++,wsm,2015,13.18,
+++,yem,2015,2.35,
+++,zaf,2015,11.48,
+++,zmb,2015,7.75,
+++,zwe,2015,10.2,
